plant,insect
"Fragaria x ananassa","Neoascia tenur"
"Fragaria x ananassa","Nephrotoma spp."
"Fragaria x ananassa","Nomada armatella"
"Fragaria x ananassa","Nomada luteoloides"
"Fragaria x ananassa","Nomada marshamella"
"Fragaria x ananassa","Nomada ruficornis"
"Fragaria x ananassa","Oedemera lurida"
"Fragaria x ananassa","Oedemera spp."
"Fragaria x ananassa","Orthonevra geniculata"
"Fragaria x ananassa","Orthonevra nobilis"
"Fragaria x ananassa","Osmia albiventris"
"Fragaria x ananassa","Osmia atrocyanea"
"Fragaria x ananassa","Osmia bicornis"
"Fragaria x ananassa","Osmia cyanella"
"Fragaria x ananassa","Osmia pumila"
"Fragaria x ananassa","Other Coleoptera (>3mm)"
"Fragaria x ananassa","Other Diptera (>3mm)"
"Fragaria x ananassa","Other Hemiptera (>3mm)"
"Fragaria x ananassa","Other Hymenoptera (>3mm)"
"Fragaria x ananassa","Panurginus sp."
"Fragaria x ananassa","Parasitoids"
"Fragaria x ananassa","Phyllopertha horticola"
"Fragaria x ananassa","Platycheirus angustatus"
"Fragaria x ananassa","Platycheirus clypeatus"
"Fragaria x ananassa","Platycheirus fulviventris"
"Fragaria x ananassa","Platycheirus manicatus"
"Fragaria x ananassa","Platycheirus occultus"
"Fragaria x ananassa","Platycheirus sp."
"Fragaria x ananassa","Rove beetle"
"Fragaria x ananassa","Saw flies"
"Fragaria x ananassa","Social wasps"
"Fragaria x ananassa","Solitary bee unknown or unidentified"
"Fragaria x ananassa","Sphaerophoria rueppellii"
"Fragaria x ananassa","Sphaerophoria scripta"
"Fragaria x ananassa","Sphaerophoria sp."
"Fragaria x ananassa","Sphaerophoria sp1"
"Fragaria x ananassa","Sphecodes ephippius"
"Fragaria x ananassa","Sphecodes sp. B"
"Fragaria x ananassa","Sphecodes sp. CK-SC-1"
"Fragaria x ananassa","Sphecodes sp3"
"Fragaria x ananassa","Sphecodes sp4"
"Fragaria x ananassa","Syritta pipiens"
"Fragaria x ananassa","Vespula germanica"
"Fragaria x ananassa","Volucella bombylans"
"Fragaria x ananassa","Wild bee sp1"
"Fragaria x ananassa","Xeromelecta californica"
"Fragaria x ananassa","Xylocopa virginica"
"Fragaria x ananassa","beetle"
"Fragaria x ananassa","butterfly"
"Fragaria x ananassa","flower_fly"
"Fragaria x ananassa","green_leaf_beetle_pest_insect"
"Fragaria x ananassa","honey_bee"
"Fragaria x ananassa","native_bee"
"Fragaria x ananassa","native_bumble_bee"
"Fragaria x ananassa","other"
"Fragaria x ananassa","other_fly"
"Fragaria x ananassa","parasitoid_wasp"
"Fragaria x ananassa","spider"
"Fragaria x ananassa","vespids"
"Gossypium hirsutum","Agapostemon splendens"
"Gossypium hirsutum","Agapostemon texana"
"Gossypium hirsutum","Allograpta exotica"
"Gossypium hirsutum","Ancyloscelis apiformis"
"Gossypium hirsutum","Apis mellifera"
"Gossypium hirsutum","Augochlorella bracteata"
"Gossypium hirsutum","Augochloropsis metallica"
"Gossypium hirsutum","Bombus pensylvanicus"
"Gossypium hirsutum","Brephidium exile"
"Gossypium hirsutum","Ceratina (Crewella) sp. 1"
"Gossypium hirsutum","Ceratina (Crewella) sp. 2"
"Gossypium hirsutum","Ceratina shinnersi"
"Gossypium hirsutum","Coelioxys slossoni"
"Gossypium hirsutum","Colletes mandibularis"
"Gossypium hirsutum","Diabrotica undecimpunctata"
"Gossypium hirsutum","Diadasia diminuta"
"Gossypium hirsutum","Dialictus af. opacus"
"Gossypium hirsutum","Dianthidium suburfulum"
"Gossypium hirsutum","Dieunomia heteropoda"
"Gossypium hirsutum","Dioprosopa clavata"
"Gossypium hirsutum","Eurema lisa"
"Gossypium hirsutum","Exomalopsis analis"
"Gossypium hirsutum","Halictus ligatus"
"Gossypium hirsutum","Hermetia  illucens"
"Gossypium hirsutum","Ladybird sp1"
"Gossypium hirsutum","Ladybird sp2"
"Gossypium hirsutum","Ladybird sp3"
"Gossypium hirsutum","Ladybird sp4"
"Gossypium hirsutum","Lasioglossum  disparile"
"Gossypium hirsutum","Lasioglossum coactum"
"Gossypium hirsutum","Lasioglossum connexum"
"Gossypium hirsutum","Lasioglossum dialictus sp."
"Gossypium hirsutum","Lasioglossum dialictus sp. TX 16"
"Gossypium hirsutum","Lasioglossum fedorense"
"Gossypium hirsutum","Lasioglossum hunteri"
"Gossypium hirsutum","Lasioglossum tegulare"
"Gossypium hirsutum","Lepidoptera sp1"
"Gossypium hirsutum","Lerodae eufala"
"Gossypium hirsutum","Libytheana carinenta"
"Gossypium hirsutum","Lithurgus huberi"
"Gossypium hirsutum","Megachile albitarsis"
"Gossypium hirsutum","Megachile brevis"
"Gossypium hirsutum","Megachile deflexa"
"Gossypium hirsutum","Megachile montivaga"
"Gossypium hirsutum","Megachile parallela"
"Gossypium hirsutum","Melipona subnitida"
"Gossypium hirsutum","Melissodes tepanaca"
"Gossypium hirsutum","Melissoptila uncicornis"
"Gossypium hirsutum","Melitoma marginella"
"Gossypium hirsutum","Melitomella murihirta"
"Gossypium hirsutum","Muscidae sp1"
"Gossypium hirsutum","Palpada furcata"
"Gossypium hirsutum","Palpada mexicana"
"Gossypium hirsutum","Phyciodes tharos"
"Gossypium hirsutum","Polistes sp2"
"Gossypium hirsutum","Ptilothrix bombiformis"
"Gossypium hirsutum","Ptilothrix plumata"
"Gossypium hirsutum","Pyrgus communis/albescens"
"Gossypium hirsutum","Strymon melinus"
"Gossypium hirsutum","Svastra atripes"
"Gossypium hirsutum","Svastra obliqua"
"Gossypium hirsutum","Svastra petulca"
"Gossypium hirsutum","Toxomerus politus"
"Gossypium hirsutum","Triepeolus concavus"
"Gossypium hirsutum","Xylocopa micans"
"Gossypium hirsutum","Xylocopa virginica"
"Helianthus annuus","Acraea_horta"
"Helianthus annuus","Adonia_variegata_"
"Helianthus annuus","Amata cerbera L."
"Helianthus annuus","Amegilla sp."
"Helianthus annuus","Amegilla_bimaculata_"
"Helianthus annuus","Amegilla_quadripunctata_"
"Helianthus annuus","Ammophila_sabulosa_"
"Helianthus annuus","Ammophila_sp._"
"Helianthus annuus","Andrena albopunctata"
"Helianthus annuus","Andrena bimaculata"
"Helianthus annuus","Andrena flavipes"
"Helianthus annuus","Andrena sp."
"Helianthus annuus","Andrena transitoria"
"Helianthus annuus","Andrena_ pilipes_"
"Helianthus annuus","Andrena_albopunctata_melona"
"Helianthus annuus","Andrena_flavipes_"
"Helianthus annuus","Andrena_hispania_"
"Helianthus annuus","Andrena_morio_"
"Helianthus annuus","Andrena_ovatula_"
"Helianthus annuus","Andrena_pilipes_"
"Helianthus annuus","Andrena_sp._"
"Helianthus annuus","Andrena_variabiis_"
"Helianthus annuus","Anthidium _manicatum_"
"Helianthus annuus","Anthidium septemspinosum"
"Helianthus annuus","Anthophora sp."
"Helianthus annuus","Anthophora_bimaculata_"
"Helianthus annuus","Anthophora_dispar_"
"Helianthus annuus","Anthrax_trifasciatus_"
"Helianthus annuus","Apis mellifera"
"Helianthus annuus","Apis mellifera L."
"Helianthus annuus","Apis_mellifera_"
"Helianthus annuus","Apis_millifera_scutellata"
"Helianthus annuus","Aplomya_confinis_"
"Helianthus annuus","Apoidea"
"Helianthus annuus","Arachnidae"
"Helianthus annuus","Arge _rosae_"
"Helianthus annuus","Arge _sp._"
"Helianthus annuus","Aricia_cramera_"
"Helianthus annuus","Astylus atromaculatus Blanchard *"
"Helianthus annuus","Astylus_atromaculatus"
"Helianthus annuus","Athalia _sp._"
"Helianthus annuus","Autographa_gamma_"
"Helianthus annuus","Baris cf. atrocoerulea (Boheman, 1844)"
"Helianthus annuus","Belenois thysa"
"Helianthus annuus","Betasyrphus adliagatus"
"Helianthus annuus","Bombus campestris"
"Helianthus annuus","Bombus hortorum"
"Helianthus annuus","Bombus lapidarius"
"Helianthus annuus","Bombus magnus"
"Helianthus annuus","Bombus pascuorum"
"Helianthus annuus","Bombus ruderatus"
"Helianthus annuus","Bombus sp."
"Helianthus annuus","Bombus sylvarum"
"Helianthus annuus","Bombus terrestris"
"Helianthus annuus","Bombus terrestris-complex"
"Helianthus annuus","Bombus_cullumanus_"
"Helianthus annuus","Bombus_laessus_"
"Helianthus annuus","Bombus_terrestris_"
"Helianthus annuus","Bombyliidae_sp.1"
"Helianthus annuus","Brachymeria sp."
"Helianthus annuus","Brintesia_circe_"
"Helianthus annuus","Caliophoridae sp."
"Helianthus annuus","Caliphoridae_sp1."
"Helianthus annuus","Calocoris roseomaculatus"
"Helianthus annuus","Calocoris sp."
"Helianthus annuus","Carpophilus sp."
"Helianthus annuus","Ceratina bifida"
"Helianthus annuus","Ceratina cucurbitina"
"Helianthus annuus","Ceratina sp."
"Helianthus annuus","Ceratina_chalcites_"
"Helianthus annuus","Ceratina_cyanea_"
"Helianthus annuus","Cerceris _sp._"
"Helianthus annuus","Cetoniidae_sp1."
"Helianthus annuus","Chamaesphecia_anthraciformis"
"Helianthus annuus","Chelostoma_florisomme_"
"Helianthus annuus","Chlorophorus_trifasciatus_"
"Helianthus annuus","Chrysis ignita"
"Helianthus annuus","Chrysis_sp._"
"Helianthus annuus","Chrysoperla cf. carnea"
"Helianthus annuus","Chrysoperla_sp1.(green_lacewing)"
"Helianthus annuus","Clanoptilus_cf. elegans_"
"Helianthus annuus","Cleridae_sp1."
"Helianthus annuus","Closterotomus norwegicus"
"Helianthus annuus","Coccinella septempunctata"
"Helianthus annuus","Coccinella_septempunctata_"
"Helianthus annuus","Coccinellidae"
"Helianthus annuus","Coeliades_pisistratus(skipper)"
"Helianthus annuus","Coleoptera"
"Helianthus annuus","Coleoptera sp1"
"Helianthus annuus","Coleoptera sp5"
"Helianthus annuus","Colias_alfacariensis_"
"Helianthus annuus","Colias_sp.1"
"Helianthus annuus","Colletes similis"
"Helianthus annuus","Colotis_sp1._(white_b-fly)"
"Helianthus annuus","Colotis_sp2._(white_b-fly.orange.wing.tip)"
"Helianthus annuus","Colpa_quinquecincta_occidentalis"
"Helianthus annuus","Colpa_sexmaculata_"
"Helianthus annuus","Cylindromyia_bicolor_"
"Helianthus annuus","Cynthia cardui"
"Helianthus annuus","Danus_chrysippus_aegyptius"
"Helianthus annuus","Dasypoda sp."
"Helianthus annuus","Dasypoda_altercator_"
"Helianthus annuus","Decaria sp."
"Helianthus annuus","Dioxyna sororcula"
"Helianthus annuus","Diptera"
"Helianthus annuus","Diptera sp1"
"Helianthus annuus","Diptera sp2"
"Helianthus annuus","Diptera sp3"
"Helianthus annuus","Diptera sp4"
"Helianthus annuus","Diptera sp5"
"Helianthus annuus","Diptera sp6"
"Helianthus annuus","Diptera sp7"
"Helianthus annuus","Diptera spX"
"Helianthus annuus","Diptera_sp 1"
"Helianthus annuus","Diptera_sp 2"
"Helianthus annuus","Diptera_sp.1"
"Helianthus annuus","Diptera_sp.2"
"Helianthus annuus","Diptera_sp3"
"Helianthus annuus","Dolycoris baccarum"
"Helianthus annuus","Eilema sp."
"Helianthus annuus","Elomya_lateralis_"
"Helianthus annuus","Episyrphus_balteatus_"
"Helianthus annuus","Eristalinus taniops"
"Helianthus annuus","Eristalinus_aeneus_"
"Helianthus annuus","Eristalis pertinax"
"Helianthus annuus","Eristalis sp."
"Helianthus annuus","Eristalis tenax"
"Helianthus annuus","Eristalis_arbustorum_"
"Helianthus annuus","Eristalis_sp._"
"Helianthus annuus","Eucera aeolopus"
"Helianthus annuus","Eucera clypeata"
"Helianthus annuus","Eucera curvitarsis"
"Helianthus annuus","Eucera paraclypeata"
"Helianthus annuus","Eucera sp."
"Helianthus annuus","Eucera syriaca"
"Helianthus annuus","Eucera_cineraria_"
"Helianthus annuus","Eucera_sp._"
"Helianthus annuus","Eudalaca exul cf"
"Helianthus annuus","Eumenes_sp._"
"Helianthus annuus","Eumerus obliquus"
"Helianthus annuus","Eumerus_sp._"
"Helianthus annuus","Eupeodes sp."
"Helianthus annuus","Eupeodes_corollae_"
"Helianthus annuus","Eupeodes_sp._"
"Helianthus annuus","Eupeodus corollae"
"Helianthus annuus","Eupeodus sp."
"Helianthus annuus","Forficula auricularia"
"Helianthus annuus","Formicidae"
"Helianthus annuus","Fulgoridae_sp1."
"Helianthus annuus","Glaucopsyche_melanops_"
"Helianthus annuus","Halictinae sp."
"Helianthus annuus","Halictus confusus"
"Helianthus annuus","Halictus fulvipes"
"Helianthus annuus","Halictus quadricinctus"
"Helianthus annuus","Halictus resurgens"
"Helianthus annuus","Halictus rubicundus"
"Helianthus annuus","Halictus scabiosae"
"Helianthus annuus","Halictus sexcinctus"
"Helianthus annuus","Halictus sp."
"Helianthus annuus","Halictus tetrazonianellus"
"Helianthus annuus","Halictus_compressus"
"Helianthus annuus","Halictus_crenicornis_"
"Helianthus annuus","Halictus_patellatus_"
"Helianthus annuus","Halictus_quadricinctus_"
"Helianthus annuus","Halictus_scabiosae_"
"Helianthus annuus","Halictus_seladonius_"
"Helianthus annuus","Halictus_sexcinctus_"
"Helianthus annuus","Halictus_simplex_"
"Helianthus annuus","Halictus_smaragdulus_"
"Helianthus annuus","Halictus_sp._"
"Helianthus annuus","Halictus_subauratus_"
"Helianthus annuus","Halictus_vestitus_"
"Helianthus annuus","Heliotaurus_ruficollis_"
"Helianthus annuus","Helophilus trivittatus"
"Helianthus annuus","Hemipenthes_morio_"
"Helianthus annuus","Hemiptera"
"Helianthus annuus","Heriades sp."
"Helianthus annuus","Hesperia_comma_"
"Helianthus annuus","Hesperidae sp2"
"Helianthus annuus","Hesperiidae_sp1.(brown_skipper)"
"Helianthus annuus","Heteroptera"
"Helianthus annuus","Heteroptera sp."
"Helianthus annuus","Heteroptera sp1"
"Helianthus annuus","Hylaeus_sp._"
"Helianthus annuus","Hylaeus_variegatus_"
"Helianthus annuus","Hyles_euphorbiae_"
"Helianthus annuus","Hymenoptera"
"Helianthus annuus","Hymenoptera_sp 11"
"Helianthus annuus","Hymenoptera_sp 2"
"Helianthus annuus","Hymenoptera_sp 4"
"Helianthus annuus","Hymenoptera_sp 5"
"Helianthus annuus","Hymenoptera_sp 6"
"Helianthus annuus","Hymenoptera_sp 7"
"Helianthus annuus","Hymenoptera_sp 8"
"Helianthus annuus","Hyperaea_femoralis_"
"Helianthus annuus","Hypolimnas misippus"
"Helianthus annuus","Hypolimnas_misippus(black_and_white)"
"Helianthus annuus","Icneumon_sp.1_"
"Helianthus annuus","Junonia hierta"
"Helianthus annuus","Junonia oenone"
"Helianthus annuus","Kurzenkoiellus_dasypygus_"
"Helianthus annuus","Lace_bug_sp1."
"Helianthus annuus","Lagria cf. aeneipennis Fahraeus"
"Helianthus annuus","Lagria_sp._"
"Helianthus annuus","Lagrtia_hirta_"
"Helianthus annuus","Lampiris _noctiluca_"
"Helianthus annuus","Lasioglossum (Evylaeus) sp."
"Helianthus annuus","Lasioglossum calceatum"
"Helianthus annuus","Lasioglossum fratellum"
"Helianthus annuus","Lasioglossum laticeps"
"Helianthus annuus","Lasioglossum leucopus"
"Helianthus annuus","Lasioglossum leucozonium"
"Helianthus annuus","Lasioglossum malachurum"
"Helianthus annuus","Lasioglossum obscuratum"
"Helianthus annuus","Lasioglossum pauxillum"
"Helianthus annuus","Lasioglossum politum atomarium"
"Helianthus annuus","Lasioglossum punctatissimum"
"Helianthus annuus","Lasioglossum puncticolle"
"Helianthus annuus","Lasioglossum pygmaeum"
"Helianthus annuus","Lasioglossum sp."
"Helianthus annuus","Lasioglossum subhirtum"
"Helianthus annuus","Lasioglossum_MORFO A_"
"Helianthus annuus","Lasioglossum_MORFO D_"
"Helianthus annuus","Lasioglossum_albocinctum_"
"Helianthus annuus","Lasioglossum_bimaculatum_"
"Helianthus annuus","Lasioglossum_brevicorne_"
"Helianthus annuus","Lasioglossum_corvinum_"
"Helianthus annuus","Lasioglossum_costulatum_"
"Helianthus annuus","Lasioglossum_crassepunctatum_"
"Helianthus annuus","Lasioglossum_discum_"
"Helianthus annuus","Lasioglossum_glabriusculum_"
"Helianthus annuus","Lasioglossum_griseolum_"
"Helianthus annuus","Lasioglossum_interruptum_"
"Helianthus annuus","Lasioglossum_laevigatum_"
"Helianthus annuus","Lasioglossum_leucozonium_"
"Helianthus annuus","Lasioglossum_malachurum_"
"Helianthus annuus","Lasioglossum_morio_"
"Helianthus annuus","Lasioglossum_pauperatum_"
"Helianthus annuus","Lasioglossum_pauxillum_"
"Helianthus annuus","Lasioglossum_perclavipes_"
"Helianthus annuus","Lasioglossum_politum_"
"Helianthus annuus","Lasioglossum_puncticolle_"
"Helianthus annuus","Lasioglossum_sp.1"
"Helianthus annuus","Lasioglossum_sp.2"
"Helianthus annuus","Lasioglossum_sp._"
"Helianthus annuus","Lasioglossum_subhirtum_"
"Helianthus annuus","Lasioglossum_villosulum_"
"Helianthus annuus","Lathrididae sp."
"Helianthus annuus","Lema_melanopus_"
"Helianthus annuus","Lepidoptera"
"Helianthus annuus","Lepidoptera spY"
"Helianthus annuus","Lepidoptera white"
"Helianthus annuus","Lithurgus_cornuta_"
"Helianthus annuus","Lomatia_tysiphone_"
"Helianthus annuus","Lucilia sericata"
"Helianthus annuus","Lucilia sp."
"Helianthus annuus","Lucilia_caesar_"
"Helianthus annuus","Lucilia_sp._"
"Helianthus annuus","Lycaena _phlaeas_"
"Helianthus annuus","Lycaenidae_sp1."
"Helianthus annuus","Lycaenidae_sp2."
"Helianthus annuus","Lygaeus equestris"
"Helianthus annuus","Lygus sp."
"Helianthus annuus","Lygus_sp1.(green_bug)"
"Helianthus annuus","Macroglossum sp."
"Helianthus annuus","Macroglossum stellatarum"
"Helianthus annuus","Macroglossum trochilus (Hubner)"
"Helianthus annuus","Macroglossum_stellatarum_"
"Helianthus annuus","Macroglossum_trochilus(hummingbird_hawkmoth)"
"Helianthus annuus","Mantodea"
"Helianthus annuus","Megachile albisecta"
"Helianthus annuus","Megachile frontalis cf."
"Helianthus annuus","Megachile rotundata"
"Helianthus annuus","Megachile sp."
"Helianthus annuus","Megachile sp. 1"
"Helianthus annuus","Megachile sp. 2"
"Helianthus annuus","Megachile sp. 3"
"Helianthus annuus","Megachile_albisecta_"
"Helianthus annuus","Megachile_centuncularis_"
"Helianthus annuus","Megachile_melanopyga_"
"Helianthus annuus","Megachile_pilidens_"
"Helianthus annuus","Megachile_rotundata_"
"Helianthus annuus","Melanargia_galathea_"
"Helianthus annuus","Melanostoma mellinum"
"Helianthus annuus","Melanostoma_mellinum_"
"Helianthus annuus","Meligethes sp."
"Helianthus annuus","Melitaea_phoebe_"
"Helianthus annuus","Melllina_arvensis_"
"Helianthus annuus","Melyridae sp1"
"Helianthus annuus","Merodon _sp1_"
"Helianthus annuus","Microdiprion _pallipes_"
"Helianthus annuus","Monolepta citrinella Jacoby"
"Helianthus annuus","Musca_autumnalis_"
"Helianthus annuus","Musca_domestica_"
"Helianthus annuus","Muscid_sp1."
"Helianthus annuus","Muscidae"
"Helianthus annuus","Mutilla_sp._"
"Helianthus annuus","Mylabris_quadripunctata_"
"Helianthus annuus","Mylothris_sp1."
"Helianthus annuus","Neomyia cornicina"
"Helianthus annuus","Neomyia_cornicina_"
"Helianthus annuus","Neoscona adianta"
"Helianthus annuus","Noctuidae_sp1."
"Helianthus annuus","Nomada_sp._"
"Helianthus annuus","Nowickia _ferox_"
"Helianthus annuus","Oedemera simplex"
"Helianthus annuus","Oedemera_nobilis_"
"Helianthus annuus","Ophion_sp._"
"Helianthus annuus","Orthoptera"
"Helianthus annuus","Osmia dives"
"Helianthus annuus","Osmia signata"
"Helianthus annuus","Osmia sp."
"Helianthus annuus","Osmia spinulosa"
"Helianthus annuus","Oxybelus_sp._"
"Helianthus annuus","Oxythyrea funesta"
"Helianthus annuus","Oxythyrea_funesta_"
"Helianthus annuus","Pangonius_micans_"
"Helianthus annuus","Panurginus_albopilosus_"
"Helianthus annuus","Panurgus siculus"
"Helianthus annuus","Panurgus_banksianus_"
"Helianthus annuus","Panurgus_calcaratus_"
"Helianthus annuus","Panurgus_cephalotes_"
"Helianthus annuus","Pararge_aegeria_"
"Helianthus annuus","Peleteria_rubescens_"
"Helianthus annuus","Phthiria_vagans_"
"Helianthus annuus","Pieris _napi_"
"Helianthus annuus","Pieris _rapae_"
"Helianthus annuus","Piezodorus lituratus"
"Helianthus annuus","Pimpla_sp._"
"Helianthus annuus","Podalonia_cf. hirsuta_"
"Helianthus annuus","Polistes_dominula_"
"Helianthus annuus","Polistes_nympha_"
"Helianthus annuus","Polistes_sp._"
"Helianthus annuus","Pollenia sp."
"Helianthus annuus","Polyonmatus_icarus_"
"Helianthus annuus","Potosia_oblonga_"
"Helianthus annuus","Precis_oenone(blue_pansy)"
"Helianthus annuus","Protaetia sp."
"Helianthus annuus","Protocalliphora_azurea_"
"Helianthus annuus","Pseudapis_sp._"
"Helianthus annuus","Pyronia sp."
"Helianthus annuus","Pyronia_bathseba_"
"Helianthus annuus","Rhagonycha _fulva_"
"Helianthus annuus","Sarcophagidae sp."
"Helianthus annuus","Sarcophagidae_sp1."
"Helianthus annuus","Scaeva sp."
"Helianthus annuus","Scaeva_pyrastri_"
"Helianthus annuus","Scarabaeidae"
"Helianthus annuus","Scolia _hirta_"
"Helianthus annuus","Seladonia smaragdula"
"Helianthus annuus","Senaspis haemorrhoa"
"Helianthus annuus","Sitaris_muralis_"
"Helianthus annuus","Sp. 2"
"Helianthus annuus","Species no.1"
"Helianthus annuus","Sphaerophoria cf. scripta"
"Helianthus annuus","Sphaerophoria scripta"
"Helianthus annuus","Sphaerophoria_scripta_"
"Helianthus annuus","Sphecidae_wasp_sp1."
"Helianthus annuus","Sphex sp."
"Helianthus annuus","Spilosthethus pandurus"
"Helianthus annuus","Stelis breviuscula"
"Helianthus annuus","Stenopterus_rufus_"
"Helianthus annuus","Stenopterus_sp._"
"Helianthus annuus","Stenurella_melanura_"
"Helianthus annuus","Stevenia sp."
"Helianthus annuus","Stomorhina lunata"
"Helianthus annuus","Stomorhina_lunata_"
"Helianthus annuus","Syritta _pipiens_"
"Helianthus annuus","Syrphid"
"Helianthus annuus","Syrphidae"
"Helianthus annuus","Syrphidae sp."
"Helianthus annuus","Syrphidae sp1"
"Helianthus annuus","Syrphidae sp20"
"Helianthus annuus","Syrphus ribesii"
"Helianthus annuus","Tachina_magnicornis_"
"Helianthus annuus","Tarsalia sp. 1"
"Helianthus annuus","Taxonus _agrorum_"
"Helianthus annuus","Tenebrionidae_sp1."
"Helianthus annuus","Tetraloniella ? apicalis (Friese)"
"Helianthus annuus","Tetraloniella_braunsiana"
"Helianthus annuus","Thereva_spiloptera_"
"Helianthus annuus","Thymelicus_lineola_"
"Helianthus annuus","Trachusa_laeviventris_"
"Helianthus annuus","Trichodes_leucopsideus_"
"Helianthus annuus","Tropinota_squalida_"
"Helianthus annuus","Trupanea_amoena_"
"Helianthus annuus","Trypoxylon_sp._"
"Helianthus annuus","Tytthaspis _sedecinguttata_"
"Helianthus annuus","Usia_sp 1_"
"Helianthus annuus","Utetheisa pulchella"
"Helianthus annuus","Vanessa atalanta"
"Helianthus annuus","Vanessa cardui"
"Helianthus annuus","Vanessa_cardui"
"Helianthus annuus","Vespidae"
"Helianthus annuus","Vespidae sp."
"Helianthus annuus","Vespula_germanica_"
"Helianthus annuus","Vespula_sp._"
"Helianthus annuus","Vespula_vulgaris_"
"Helianthus annuus","Xylocopa inconstans"
"Helianthus annuus","Xylocopa sp."
"Helianthus annuus","Xylocopa_iris_"
"Helianthus annuus","Xylocopa_sp._"
"Helianthus annuus","Xylocopa_sp1."
"Helianthus annuus","Xylocopa_sp2."
"Helianthus annuus","Xylocopa_sp2.(black_white)"
"Helianthus annuus","Xylocopa_violacea_"
"Helianthus annuus","Xylota_segnis_"
"Helianthus annuus","Xysticus sp."
"Helianthus annuus","bee.red.abdomen.sp1"
"Helianthus annuus","brown_skipper_sp1."
"Helianthus annuus","formicidae"
"Helianthus annuus","ladybird_sp1."
"Helianthus annuus","large_hover_(Eristalis_sp1.)"
"Helianthus annuus","moth sp3"
"Helianthus annuus","moth sp5"
"Helianthus annuus","small_hover_(Asarkina_sp1.)"
"Helianthus annuus","small_hover_(Asarkina_sp2.)"
"Helianthus annuus","solitary bee"
"Helianthus annuus","sp. 3"
"Helianthus annuus","syrphidae"
"Helianthus annuus","unidentified"
"Lagenaria siceraria","Amegilla zonata"
"Lagenaria siceraria","Apis cercana"
"Lagenaria siceraria","Catochrysops sp 2"
"Lagenaria siceraria","Eurema hecabe"
"Lagenaria siceraria","Lasioglossum sp4"
"Lagenaria siceraria","Noctuidae (sp 1)"
"Lagenaria siceraria","Noctuidae (sp 2)"
"Lagenaria siceraria","Potanthus lydia lydia"
"Lagenaria siceraria","Sphingidae (sp 1)"
"Lagenaria siceraria","Xylocopa nr. latipes"
"Luffa acutangula","Amata sp 1"
"Luffa acutangula","Amegilla zonata"
"Luffa acutangula","Apidae sp 2"
"Luffa acutangula","Apidae sp 3"
"Luffa acutangula","Apis cercana"
"Luffa acutangula","Appias sp 1"
"Luffa acutangula","Catochrysops sp 2"
"Luffa acutangula","Eurema hecabe"
"Luffa acutangula","Hespriidae (sp 1)"
"Luffa acutangula","Lasioglossum albescens"
"Luffa acutangula","Lasioglossum sp 2"
"Luffa acutangula","Lasioglossum sp 5"
"Luffa acutangula","Lasioglossum sp4"
"Luffa acutangula","Lassioglossum sp 1"
"Luffa acutangula","Melanitis leda"
"Luffa acutangula","Parnara guttata"
"Luffa acutangula","Satyridae (sp 1)"
"Luffa acutangula","Sphingidae (sp 1)"
"Luffa acutangula","Xylocopa nr. latipes"
"Luffa acutangula","Xylocopa sp 1"
"Macadamia integrifolia","Apis mellifera"
"Macadamia integrifolia","Cantharidae spp"
"Macadamia integrifolia","Chrysomya sp1"
"Macadamia integrifolia","Diptera sp17"
"Macadamia integrifolia","Diptera sp8"
"Macadamia integrifolia","Lepidoptera sp1"
"Macadamia integrifolia","Lepidoptera sp4"
"Macadamia integrifolia","Lepidoptera sp5"
"Macadamia integrifolia","Lepidoptera sp6"
"Macadamia integrifolia","Lycid sp1"
"Macadamia integrifolia","Monolepta australis"
"Macadamia integrifolia","Stomorhina discolor"
"Macadamia integrifolia","Syrphidae spp"
"Macadamia integrifolia","Tiphiidae sp4"
"Malpighia emarginata","Centris aenea"
"Malpighia emarginata","Centris analis"
"Malpighia emarginata","Centris flavifrons"
"Malpighia emarginata","Centris fuscata"
"Malpighia emarginata","Centris sponsa"
"Malpighia emarginata","Centris tarsata"
"Malpighia emarginata","Trigona spinipes"
"Malpighia emarginata","Xylocopa cearensis"
"Malus domestica","Agapostemon"
"Malus domestica","Agapostemon sericeus"
"Malus domestica","Agapostemon texanus"
"Malus domestica","Agapostemon virescens"
"Malus domestica","Agrypnus murinus"
"Malus domestica","All non-bee pollinators"
"Malus domestica","All wild bees excluding honeybees and bumblebees"
"Malus domestica","All wild bumblebees"
"Malus domestica","Andrena"
"Malus domestica","Andrena agilissima"
"Malus domestica","Andrena albopunctata"
"Malus domestica","Andrena alfkenella"
"Malus domestica","Andrena algida"
"Malus domestica","Andrena all unknown species"
"Malus domestica","Andrena angustior"
"Malus domestica","Andrena assimilis"
"Malus domestica","Andrena barbilabris"
"Malus domestica","Andrena bicolor"
"Malus domestica","Andrena bicolorata"
"Malus domestica","Andrena bisalicis"
"Malus domestica","Andrena breviscopa"
"Malus domestica","Andrena bucephala"
"Malus domestica","Andrena carantonica"
"Malus domestica","Andrena carlini"
"Malus domestica","Andrena ceanothi"
"Malus domestica","Andrena chrysosceles"
"Malus domestica","Andrena cineraria"
"Malus domestica","Andrena cinerea"
"Malus domestica","Andrena clarkella"
"Malus domestica","Andrena combinata"
"Malus domestica","Andrena commoda"
"Malus domestica","Andrena crataegi"
"Malus domestica","Andrena cressonii"
"Malus domestica","Andrena curtivalvis"
"Malus domestica","Andrena distans"
